nonce	nonce_disc	syl_struc	n_neighbours
ratí	ratI	cvcv	0
peszo	peso	cvcv	0
cűgő	cYgW	cvcv	0
dátyu	dAKu	cvcv	0
dzsönú	DwnU	cvcv	0
néro	nEro	cvcv	0
gaszí	gasI	cvcv	0
dútö	dUtw	cvcv	0
rűmu	rYmu	cvcv	0
müjé	myjE	cvcv	0
nyunyo	NuNo	cvcv	0
gusí	guSI	cvcv	0
lílu	lIlu	cvcv	0
rümé	rymE	cvcv	0
duszú	dusU	cvcv	0
zácso	zATo	cvcv	0
csílí	TIlI	cvcv	0
dzsúlö	DUlw	cvcv	0
höszú	hwsU	cvcv	0
zsődzső	ZWDW	cvcv	0
zsafo	Zafo	cvcv	0
tyídö	KIdw	cvcv	0
tyatyö	KaKw	cvcv	0
láko	lAko	cvcv	0
zídzsu	zIDu	cvcv	0
sizü	Sizy	cvcv	0
zséto	ZEto	cvcv	0
dzűnyö	dzYNw	cvcv	0
nyunu	Nunu	cvcv	0
tyűfő	KYfW	cvcv	0
dzűfu	dzYfu	cvcv	0
fűsü	fYSy	cvcv	0
dzsüzsi	DyZi	cvcv	0
pőjü	pWjy	cvcv	0
nécsú	nETU	cvcv	0
zsázű	ZAzY	cvcv	0
dűtyu	dYKu	cvcv	0
cúcő	cUcW	cvcv	0
jödzsá	jwDA	cvcv	0
nyüpö	Nypw	cvcv	0
cőcsa	cWTa	cvcv	0
máfo	mAfo	cvcv	0
zsitű	ZitY	cvcv	0
työdzü	Kwdzy	cvcv	0
néfí	nEfI	cvcv	0
tyodo	Kodo	cvcv	0
dósű	dOSY	cvcv	0
tedzu	tedzu	cvcv	0
zemí	zemI	cvcv	0
títí	tItI	cvcv	0
füdzsá	fyDA	cvcv	0
cűcö	cYcw	cvcv	0
haszü	hasy	cvcv	0
csidű	TidY	cvcv	0
múdzó	mUdzO	cvcv	0
zsazse	ZaZe	cvcv	0
rűro	rYro	cvcv	0
szűdzu	sYdzu	cvcv	0
fönyú	fwNU	cvcv	0
rűfő	rYfW	cvcv	0
lagő	lagW	cvcv	0
nidzsa	niDa	cvcv	0
csétú	TEtU	cvcv	0
tópu	tOpu	cvcv	0
zűcsú	zYTU	cvcv	0
zozsö	zoZw	cvcv	0
nyúdzű	NUdzY	cvcv	0
seno	Seno	cvcv	0
cajű	cajY	cvcv	0
zínyo	zINo	cvcv	0
dzasó	dzaSO	cvcv	0
mugí	mugI	cvcv	0
pévú	pEvU	cvcv	0
kácö	kAcw	cvcv	0
hüsö	hySw	cvcv	0
mídzsá	mIDA	cvcv	0
zózsö	zOZw	cvcv	0
cicsá	ciTA	cvcv	0
nyizsí	NiZI	cvcv	0
szédu	sEdu	cvcv	0
hüso	hySo	cvcv	0
sőtyó	SWKO	cvcv	0
zücsí	zyTI	cvcv	0
dúní	dUnI	cvcv	0
gőmé	gWmE	cvcv	0
rűzú	rYzU	cvcv	0
zumü	zumy	cvcv	0
dzélú	dzElU	cvcv	0
cóte	cOte	cvcv	0
vepö	vepw	cvcv	0
szűlű	sYlY	cvcv	0
pödzsá	pwDA	cvcv	0
vüdzí	vydzI	cvcv	0
tyeszí	KesI	cvcv	0
pönya	pwNa	cvcv	0
kógő	kOgW	cvcv	0
tősü	tWSy	cvcv	0
tású	tASU	cvcv	0
zűkű	zYkY	cvcv	0
zsótu	ZOtu	cvcv	0
nácsí	nATI	cvcv	0
zsüté	ZytE	cvcv	0
dzsenyí	DeNI	cvcv	0
médzo	mEdzo	cvcv	0
dzünu	dzynu	cvcv	0
mícsí	mITI	cvcv	0
csamá	TamA	cvcv	0
nyáso	NASo	cvcv	0
tyücu	Kycu	cvcv	0
fícsá	fITA	cvcv	0
dősza	dWsa	cvcv	0
sóco	SOco	cvcv	0
zadzu	zadzu	cvcv	0
médzű	mEdzY	cvcv	0
vűso	vYSo	cvcv	0
sányü	SANy	cvcv	0
cótyó	cOKO	cvcv	0
nyedzsu	NeDu	cvcv	0
nyüká	NykA	cvcv	0
züdú	zydU	cvcv	0
hidzá	hidzA	cvcv	0
nyűtyö	NYKw	cvcv	0
dzozsi	dzoZi	cvcv	0
rodzú	rodzU	cvcv	0
nécso	nETo	cvcv	0
díhő	dIhW	cvcv	0
lájí	lAjI	cvcv	0
túdzá	tUdzA	cvcv	0
zogé	zogE	cvcv	0
fűrí	fYrI	cvcv	0
nyúhe	NUhe	cvcv	0
zsézö	ZEzw	cvcv	0
midzsí	miDI	cvcv	0
tecü	tecy	cvcv	0
zsálú	ZAlU	cvcv	0
fődzu	fWdzu	cvcv	0
mudzü	mudzy	cvcv	0
vötyő	vwKW	cvcv	0
pőmo	pWmo	cvcv	0
dzína	dzIna	cvcv	0
dzácsű	dzATY	cvcv	0
zöfú	zwfU	cvcv	0
monyú	moNU	cvcv	0
röcí	rwcI	cvcv	0
nyőnu	NWnu	cvcv	0
küku	kyku	cvcv	0
nunyé	nuNE	cvcv	0
mődzsé	mWDE	cvcv	0
szocú	socU	cvcv	0
kíszá	kIsA	cvcv	0
jaső	jaSW	cvcv	0
zsorö	Zorw	cvcv	0
dzedzu	dzedzu	cvcv	0
dzíjű	dzIjY	cvcv	0
dzula	dzula	cvcv	0
zsijo	Zijo	cvcv	0
csüszú	TysU	cvcv	0
zsótyű	ZOKY	cvcv	0
zacsí	zaTI	cvcv	0
dzsacá	DacA	cvcv	0
dzuzsű	dzuZY	cvcv	0
názö	nAzw	cvcv	0
tyíké	KIkE	cvcv	0
tőzsa	tWZa	cvcv	0
gótyú	gOKU	cvcv	0
kádzö	kAdzw	cvcv	0
szümá	symA	cvcv	0
csöfá	TwfA	cvcv	0
jícső	jITW	cvcv	0
tyádza	KAdza	cvcv	0
dzsijő	DijW	cvcv	0
vöpó	vwpO	cvcv	0
dzúru	dzUru	cvcv	0
kúmü	kUmy	cvcv	0
rópö	rOpw	cvcv	0
szohé	sohE	cvcv	0
dölú	dwlU	cvcv	0
zsúcu	ZUcu	cvcv	0
júgé	jUgE	cvcv	0
múcö	mUcw	cvcv	0
tyeta	Keta	cvcv	0
sötí	SwtI	cvcv	0
gadzu	gadzu	cvcv	0
fápú	fApU	cvcv	0
sópe	SOpe	cvcv	0
tútyé	tUKE	cvcv	0
zsityá	ZiKA	cvcv	0
púnyé	pUNE	cvcv	0
lűzű	lYzY	cvcv	0
cíhí	cIhI	cvcv	0
szómo	sOmo	cvcv	0
nyócó	NOcO	cvcv	0
rízsu	rIZu	cvcv	0
csűgí	TYgI	cvcv	0
csódá	TOdA	cvcv	0
pőnyö	pWNw	cvcv	0
tyőpö	KWpw	cvcv	0
dzósá	dzOSA	cvcv	0
tyúsi	KUSi	cvcv	0
nocsö	noTw	cvcv	0
vöhu	vwhu	cvcv	0
fatyá	faKA	cvcv	0
hózí	hOzI	cvcv	0
nyohu	Nohu	cvcv	0
nyútű	NUtY	cvcv	0
dídzsu	dIDu	cvcv	0
csíszű	TIsY	cvcv	0
püszú	pysU	cvcv	0
cálá	cAlA	cvcv	0
dijá	dijA	cvcv	0
jésu	jESu	cvcv	0
mótí	mOtI	cvcv	0
lűszí	lYsI	cvcv	0
zöhe	zwhe	cvcv	0
zsinyú	ZiNU	cvcv	0
jecu	jecu	cvcv	0
nyehö	Nehw	cvcv	0
tyávo	KAvo	cvcv	0
mírí	mIrI	cvcv	0
ducsö	duTw	cvcv	0
tyadzsó	KaDO	cvcv	0
nyíka	NIka	cvcv	0
dzásí	dzASI	cvcv	0
tyano	Kano	cvcv	0
csölu	Twlu	cvcv	0
vünye	vyNe	cvcv	0
nőfú	nWfU	cvcv	0
jűgé	jYgE	cvcv	0
hüfu	hyfu	cvcv	0
tyórú	KOrU	cvcv	0
dzádzsü	dzADy	cvcv	0
pusí	puSI	cvcv	0
nőhí	nWhI	cvcv	0
hotyí	hoKI	cvcv	0
júca	jUca	cvcv	0
rödzá	rwdzA	cvcv	0
dzsővö	DWvw	cvcv	0
zédzű	zEdzY	cvcv	0
szipü	sipy	cvcv	0
dzufő	dzufW	cvcv	0
caző	cazW	cvcv	0
nyűtyí	NYKI	cvcv	0
nészú	nEsU	cvcv	0
tyánye	KANe	cvcv	0
nizsú	niZU	cvcv	0
tődzi	tWdzi	cvcv	0
zsecú	ZecU	cvcv	0
työdzsü	KwDy	cvcv	0
nyucső	NuTW	cvcv	0
zódó	zOdO	cvcv	0
nyifü	Nify	cvcv	0
dödzü	dwdzy	cvcv	0
fuvo	fuvo	cvcv	0
vinyu	viNu	cvcv	0
tyűlú	KYlU	cvcv	0
työmö	Kwmw	cvcv	0
zsícá	ZIcA	cvcv	0
fűhú	fYhU	cvcv	0
nüce	Nce	cvcv	0
zevö	zevw	cvcv	0
cünyó	cyNO	cvcv	0
dzsupo	Dupo	cvcv	0
zöjí	zwjI	cvcv	0
dzsetyű	DeKY	cvcv	0
zúcű	zUcY	cvcv	0
jöhü	jwhy	cvcv	0
csohú	TohU	cvcv	0
züpe	zype	cvcv	0
vőcsá	vWTA	cvcv	0
tucsú	tuTU	cvcv	0
súdzse	SUDe	cvcv	0
húlí	hUlI	cvcv	0
nyökű	NwkY	cvcv	0
jömá	jwmA	cvcv	0
sazá	SazA	cvcv	0
hüro	hyro	cvcv	0
röcsű	rwTY	cvcv	0
cömü	cwmy	cvcv	0
rarí	rarI	cvcv	0
zúsö	zUSw	cvcv	0
nyódzsé	NODE	cvcv	0
dzözső	dzwZW	cvcv	0
cöcsö	cwTw	cvcv	0
dzsújő	DUjW	cvcv	0
dútá	dUtA	cvcv	0
dzsázsü	DAZy	cvcv	0
sziszé	sisE	cvcv	0
dzsűla	DYla	cvcv	0
tyityá	KiKA	cvcv	0
sötyő	SwKW	cvcv	0
tönyé	twNE	cvcv	0
nisú	niSU	cvcv	0
házsú	hAZU	cvcv	0
jűfú	jYfU	cvcv	0
súdzu	SUdzu	cvcv	0
tyeda	Keda	cvcv	0
tyajű	KajY	cvcv	0
zázsí	zAZI	cvcv	0
ninyí	niNI	cvcv	0
nyúzsé	NUZE	cvcv	0
dümű	dymY	cvcv	0
vunű	vunY	cvcv	0
cohű	cohY	cvcv	0
nyofu	Nofu	cvcv	0
szazo	sazo	cvcv	0
lúlű	lUlY	cvcv	0
dzsűcsé	DYTE	cvcv	0
nűnú	nYnU	cvcv	0
pédzú	pEdzU	cvcv	0
södű	SwdY	cvcv	0
mőtu	mWtu	cvcv	0
dzőhő	dzWhW	cvcv	0
kidzü	kidzy	cvcv	0
dédzí	dEdzI	cvcv	0
dzetyó	dzeKO	cvcv	0
calú	calU	cvcv	0
cáhu	cAhu	cvcv	0
tyupü	Kupy	cvcv	0
vídzü	vIdzy	cvcv	0
cácsú	cATU	cvcv	0
cóvű	cOvY	cvcv	0
kédá	kEdA	cvcv	0
csécu	TEcu	cvcv	0
lútyé	lUKE	cvcv	0
lózú	lOzU	cvcv	0
zsiszo	Ziso	cvcv	0
jödzsü	jwDy	cvcv	0
ladze	ladze	cvcv	0
csáfe	TAfe	cvcv	0
dzsűró	DYrO	cvcv	0
gídzsí	gIDI	cvcv	0
sékű	SEkY	cvcv	0
nyézsü	NEZy	cvcv	0
työpo	Kwpo	cvcv	0
capé	capE	cvcv	0
csözsü	TwZy	cvcv	0
tyatö	Katw	cvcv	0
nyadzi	Nadzi	cvcv	0
rínye	rINe	cvcv	0
cetyő	ceKW	cvcv	0
tyudé	KudE	cvcv	0
pónye	pONe	cvcv	0
zsacse	ZaTe	cvcv	0
dösé	dwSE	cvcv	0
nyúgö	NUgw	cvcv	0
műgó	mYgO	cvcv	0
csőgö	TWgw	cvcv	0
nűzí	nYzI	cvcv	0
tyeko	Keko	cvcv	0
szocsű	soTY	cvcv	0
mavő	mavW	cvcv	0
zóge	zOge	cvcv	0
tyűmé	KYmE	cvcv	0
vüvo	vyvo	cvcv	0
szényo	sENo	cvcv	0
vódí	vOdI	cvcv	0
tövü	twvy	cvcv	0
kűtyó	kYKO	cvcv	0
dzsücű	DycY	cvcv	0
jözsí	jwZI	cvcv	0
työhó	KwhO	cvcv	0
víhé	vIhE	cvcv	0
vezá	vezA	cvcv	0
cújú	cUjU	cvcv	0
nyoza	Noza	cvcv	0
dződzso	dzWDo	cvcv	0
zügú	zygU	cvcv	0
zsaző	ZazW	cvcv	0
ríso	rISo	cvcv	0
jetyó	jeKO	cvcv	0
zsöcsa	ZwTa	cvcv	0
lörá	lwrA	cvcv	0
vőszé	vWsE	cvcv	0
dzófo	dzOfo	cvcv	0
nyüszü	Nysy	cvcv	0
gesu	geSu	cvcv	0
zucsú	zuTU	cvcv	0
vűzsö	vYZw	cvcv	0
dzinya	dziNa	cvcv	0
tyaső	KaSW	cvcv	0
zsisá	ZiSA	cvcv	0
narő	narW	cvcv	0
szúpa	sUpa	cvcv	0
tűnyö	tYNw	cvcv	0
szédzű	sEdzY	cvcv	0
dzúpi	dzUpi	cvcv	0
dové	dovE	cvcv	0
hacű	hacY	cvcv	0
jágű	jAgY	cvcv	0
kővű	kWvY	cvcv	0
fícsú	fITU	cvcv	0
dzsoko	Doko	cvcv	0
núcse	nUTe	cvcv	0
jádzső	jADW	cvcv	0
tecsé	teTE	cvcv	0
dzsőmő	DWmW	cvcv	0
fídzsé	fIDE	cvcv	0
jadzi	jadzi	cvcv	0
kíje	kIje	cvcv	0
rorű	rorY	cvcv	0
dzúdzú	dzUdzU	cvcv	0
gószo	gOso	cvcv	0
dzüzse	dzyZe	cvcv	0
szésá	sESA	cvcv	0
cőzú	cWzU	cvcv	0
détyé	dEKE	cvcv	0
szühá	syhA	cvcv	0
kódzsú	kODU	cvcv	0
dzsövó	DwvO	cvcv	0
cahö	cahw	cvcv	0
mőjé	mWjE	cvcv	0
tyácá	KAcA	cvcv	0
vifá	vifA	cvcv	0
nűdo	nYdo	cvcv	0
zsődzso	ZWDo	cvcv	0
tyímo	KImo	cvcv	0
zsamé	ZamE	cvcv	0
zsanyö	ZaNw	cvcv	0
fícsü	fITy	cvcv	0
csőmí	TWmI	cvcv	0
vúdzsá	vUDA	cvcv	0
nyüdzsa	NyDa	cvcv	0
hümó	hymO	cvcv	0
hénú	hEnU	cvcv	0
nádzű	nAdzY	cvcv	0
dzilí	dzilI	cvcv	0
dínyí	dINI	cvcv	0
jútyí	jUKI	cvcv	0
tyúdzsö	KUDw	cvcv	0
szűcü	sYcy	cvcv	0
lötö	lwtw	cvcv	0
pűju	pYju	cvcv	0
dótyé	dOKE	cvcv	0
pusü	puSy	cvcv	0
néjü	nEjy	cvcv	0
jítyó	jIKO	cvcv	0
csofé	TofE	cvcv	0
kűcu	kYcu	cvcv	0
zsidzí	ZidzI	cvcv	0
vóvi	vOvi	cvcv	0
nidzsé	niDE	cvcv	0
csözú	TwzU	cvcv	0
szusu	suSu	cvcv	0
zségo	ZEgo	cvcv	0
tyócő	KOcW	cvcv	0
háfő	hAfW	cvcv	0
súcso	SUTo	cvcv	0
töszo	twso	cvcv	0
hüfű	hyfY	cvcv	0
csószú	TOsU	cvcv	0
szísú	sISU	cvcv	0
házsu	hAZu	cvcv	0
dogő	dogW	cvcv	0
posö	poSw	cvcv	0
ródzsú	rODU	cvcv	0
dzsálí	DAlI	cvcv	0
työtu	Kwtu	cvcv	0
kúcsá	kUTA	cvcv	0
csúgu	TUgu	cvcv	0
vúdzi	vUdzi	cvcv	0
dzsujú	DujU	cvcv	0
nyédzsű	NEDY	cvcv	0
nyódző	NOdzW	cvcv	0
gűké	gYkE	cvcv	0
gúsú	gUSU	cvcv	0
csímü	TImy	cvcv	0
fősu	fWSu	cvcv	0
zsasá	ZaSA	cvcv	0
dzsije	Dije	cvcv	0
nifí	nifI	cvcv	0
rödzü	rwdzy	cvcv	0
zsöfí	ZwfI	cvcv	0
fúcsu	fUTu	cvcv	0
jílö	jIlw	cvcv	0
muzsü	muZy	cvcv	0
ződő	zWdW	cvcv	0
tyárí	KArI	cvcv	0
csúgú	TUgU	cvcv	0
dizú	dizU	cvcv	0
zsűnyó	ZYNO	cvcv	0
hünó	hynO	cvcv	0
hákü	hAky	cvcv	0
sihu	Sihu	cvcv	0
kőjá	kWjA	cvcv	0
vümó	vymO	cvcv	0
rúpő	rUpW	cvcv	0
hüdzső	hyDW	cvcv	0
csogá	TogA	cvcv	0
vúfö	vUfw	cvcv	0
gővá	gWvA	cvcv	0
dzsiro	Diro	cvcv	0
dzücu	dzycu	cvcv	0
rídzé	rIdzE	cvcv	0
zsügá	ZygA	cvcv	0
dzéle	dzEle	cvcv	0
dzofu	dzofu	cvcv	0
sözü	Swzy	cvcv	0
zsütya	ZyKa	cvcv	0
káhe	kAhe	cvcv	0
cafá	cafA	cvcv	0
dzúzse	dzUZe	cvcv	0
dzőlu	dzWlu	cvcv	0
fimű	fimY	cvcv	0
tyücse	KyTe	cvcv	0
nűvö	nYvw	cvcv	0
zsődo	ZWdo	cvcv	0
zsúgű	ZUgY	cvcv	0
dzsücsö	DyTw	cvcv	0
nószu	nOsu	cvcv	0
mopú	mopU	cvcv	0
vúdzá	vUdzA	cvcv	0
múmö	mUmw	cvcv	0
codzsé	coDE	cvcv	0
lűme	lYme	cvcv	0
zezö	zezw	cvcv	0
giszé	gisE	cvcv	0
síjo	SIjo	cvcv	0
csísó	TISO	cvcv	0
dzsünö	Dynw	cvcv	0
dzsajő	DajW	cvcv	0
zsútó	ZUtO	cvcv	0
zsácő	ZAcW	cvcv	0
röjő	rwjW	cvcv	0
hútyé	hUKE	cvcv	0
dzsetyő	DeKW	cvcv	0
jényá	jENA	cvcv	0
sojú	SojU	cvcv	0
szásí	sASI	cvcv	0
kotyö	koKw	cvcv	0
zsühá	ZyhA	cvcv	0
dzsécsu	DETu	cvcv	0
rínyu	rINu	cvcv	0
sőrú	SWrU	cvcv	0
lütyű	jKY	cvcv	0
nyozso	NoZo	cvcv	0
pádzu	pAdzu	cvcv	0
jófe	jOfe	cvcv	0
cőzsi	cWZi	cvcv	0
jícü	jIcy	cvcv	0
tíju	tIju	cvcv	0
cücsé	cyTE	cvcv	0
tumű	tumY	cvcv	0
tyőda	KWda	cvcv	0
dzűlé	dzYlE	cvcv	0
hósu	hOSu	cvcv	0
tyűrú	KYrU	cvcv	0
dzsészó	DEsO	cvcv	0
südzó	SydzO	cvcv	0
dádzsu	dADu	cvcv	0
dazsö	daZw	cvcv	0
kudzű	kudzY	cvcv	0
dzsóvu	DOvu	cvcv	0
vűsze	vYse	cvcv	0
hődzsú	hWDU	cvcv	0
vucá	vucA	cvcv	0
lélö	lElw	cvcv	0
sötyí	SwKI	cvcv	0
nyányő	NANW	cvcv	0
zsőtya	ZWKa	cvcv	0
dílé	dIlE	cvcv	0
zóse	zOSe	cvcv	0
fifű	fifY	cvcv	0
sűdí	SYdI	cvcv	0
jetyí	jeKI	cvcv	0
húdü	hUdy	cvcv	0
dzití	dzitI	cvcv	0
zízsű	zIZY	cvcv	0
zédzse	zEDe	cvcv	0
vosú	voSU	cvcv	0
dzúkí	dzUkI	cvcv	0
pázá	pAzA	cvcv	0
zúvú	zUvU	cvcv	0
pöpu	pwpu	cvcv	0
sódzé	SOdzE	cvcv	0
fúdzi	fUdzi	cvcv	0
veká	vekA	cvcv	0
csonyí	ToNI	cvcv	0
dzüdzá	dzydzA	cvcv	0
vődze	vWdze	cvcv	0
dzödza	dzwdza	cvcv	0
vúnyú	vUNU	cvcv	0
dízsü	dIZy	cvcv	0
cúdzsö	cUDw	cvcv	0
műrö	mYrw	cvcv	0
totyű	toKY	cvcv	0
cócsü	cOTy	cvcv	0
nyótyü	NOKy	cvcv	0
fúzső	fUZW	cvcv	0
vózsü	vOZy	cvcv	0
zsácú	ZAcU	cvcv	0
juzsé	juZE	cvcv	0
jóní	jOnI	cvcv	0
csotyő	ToKW	cvcv	0
tyűkű	KYkY	cvcv	0
zőhú	zWhU	cvcv	0
dzsümá	DymA	cvcv	0
lűtü	lYK	cvcv	0
työzső	KwZW	cvcv	0
fopü	fopy	cvcv	0
jürú	jyrU	cvcv	0
fágá	fAgA	cvcv	0
pűdzsú	pYDU	cvcv	0
kőrü	kWry	cvcv	0
tyüsá	KySA	cvcv	0
pűpá	pYpA	cvcv	0
fidza	fidza	cvcv	0
dzéro	dzEro	cvcv	0
dútyá	dUKA	cvcv	0
pijo	pijo	cvcv	0
jöfu	jwfu	cvcv	0
tyaszi	Kasi	cvcv	0
pödzö	pwdzw	cvcv	0
tyodzá	KodzA	cvcv	0
dzéfú	dzEfU	cvcv	0
hédzo	hEdzo	cvcv	0
zsódzsö	ZODw	cvcv	0
dzőzsó	dzWZO	cvcv	0
sómü	SOmy	cvcv	0
zasá	zaSA	cvcv	0
löho	lwho	cvcv	0
csüvá	TyvA	cvcv	0
dzsazsé	DaZE	cvcv	0
pücsu	pyTu	cvcv	0
mőtya	mWKa	cvcv	0
mülű	mylY	cvcv	0
púgú	pUgU	cvcv	0
hólí	hOlI	cvcv	0
szásá	sASA	cvcv	0
cüsi	cySi	cvcv	0
gítyí	gIKI	cvcv	0
hétyő	hEKW	cvcv	0
csócu	TOcu	cvcv	0
pagí	pagI	cvcv	0
núde	nUde	cvcv	0
jűszé	jYsE	cvcv	0
zsímö	ZImw	cvcv	0
szózü	sOzy	cvcv	0
jizsé	jiZE	cvcv	0
császu	TAsu	cvcv	0
juvö	juvw	cvcv	0
defá	defA	cvcv	0
fidző	fidzW	cvcv	0
rúsze	rUse	cvcv	0
cűmo	cYmo	cvcv	0
judzé	judzE	cvcv	0
cédzo	cEdzo	cvcv	0
tyúfi	KUfi	cvcv	0
nönú	nwnU	cvcv	0
nízsö	nIZw	cvcv	0
cúhu	cUhu	cvcv	0
tyéhő	KEhW	cvcv	0
locé	locE	cvcv	0
fílú	fIlU	cvcv	0
dzsüvá	DyvA	cvcv	0
mösí	mwSI	cvcv	0
zódzö	zOdzw	cvcv	0
gícá	gIcA	cvcv	0
gútyű	gUKY	cvcv	0
jönyo	jwNo	cvcv	0
dzőtyü	dzWKy	cvcv	0
rúsü	rUSy	cvcv	0
lópo	lOpo	cvcv	0
rógo	rOgo	cvcv	0
vémú	vEmU	cvcv	0
zsuvá	ZuvA	cvcv	0
dzósa	dzOSa	cvcv	0
dzeca	dzeca	cvcv	0
dzódzsa	dzODa	cvcv	0
taco	taco	cvcv	0
hásá	hASA	cvcv	0
cácu	cAcu	cvcv	0
nyüdzö	Nydzw	cvcv	0
kádzso	kADo	cvcv	0
cődí	cWdI	cvcv	0
zűfő	zYfW	cvcv	0
vidzsá	viDA	cvcv	0
háhű	hAhY	cvcv	0
tyórö	KOrw	cvcv	0
nyítyú	NIKU	cvcv	0
nuzé	nuzE	cvcv	0
hőlá	hWlA	cvcv	0
dzsídzé	DIdzE	cvcv	0
dzöcsó	dzwTO	cvcv	0
dőpo	dWpo	cvcv	0
lúho	lUho	cvcv	0
gődzú	gWdzU	cvcv	0
zodzsí	zoDI	cvcv	0
züda	zyda	cvcv	0
zédo	zEdo	cvcv	0
ceza	ceza	cvcv	0
ríro	rIro	cvcv	0
gődű	gWdY	cvcv	0
nyüzsa	NyZa	cvcv	0
dzsodzsé	DoDE	cvcv	0
tyalo	Kalo	cvcv	0
tyadzsö	KaDw	cvcv	0
dzómí	dzOmI	cvcv	0
jödí	jwdI	cvcv	0
cötú	cwtU	cvcv	0
dzödű	dzwdY	cvcv	0
sőzű	SWzY	cvcv	0
fócse	fOTe	cvcv	0
szúsé	sUSE	cvcv	0
nólű	nOlY	cvcv	0
mósze	mOse	cvcv	0
zsású	ZASU	cvcv	0
tyíka	KIka	cvcv	0
dópö	dOpw	cvcv	0
cütű	cytY	cvcv	0
csöfö	Twfw	cvcv	0
nyúse	NUSe	cvcv	0
dzútyó	dzUKO	cvcv	0
gópá	gOpA	cvcv	0
pidzé	pidzE	cvcv	0
tísű	tISY	cvcv	0
nyótyű	NOKY	cvcv	0
nyózá	NOzA	cvcv	0
zücő	zycW	cvcv	0
pőgo	pWgo	cvcv	0
hühő	hyhW	cvcv	0
tyedú	KedU	cvcv	0
tuzsí	tuZI	cvcv	0
föhú	fwhU	cvcv	0
nyucu	Nucu	cvcv	0
zícső	zITW	cvcv	0
tyufö	Kufw	cvcv	0
sínyű	SINY	cvcv	0
nuso	nuSo	cvcv	0
jahé	jahE	cvcv	0
zsúkű	ZUkY	cvcv	0
rudzo	rudzo	cvcv	0
zsínyü	ZINy	cvcv	0
szézsö	sEZw	cvcv	0
szádzsé	sADE	cvcv	0
tuzé	tuzE	cvcv	0
vűnyu	vYNu	cvcv	0
ginyö	giNw	cvcv	0
dzűcá	dzYcA	cvcv	0
zují	zujI	cvcv	0
hótyu	hOKu	cvcv	0
szaszö	sasw	cvcv	0
szozsu	soZu	cvcv	0
tínyo	tINo	cvcv	0
mőcé	mWcE	cvcv	0
tyúsé	KUSE	cvcv	0
zíto	zIto	cvcv	0
rurű	rurY	cvcv	0
kőgú	kWgU	cvcv	0
zsotyű	ZoKY	cvcv	0
tyúnye	KUNe	cvcv	0
zecsé	zeTE	cvcv	0
tyozsó	KoZO	cvcv	0
fődzi	fWdzi	cvcv	0
csúrú	TUrU	cvcv	0
lúdzu	lUdzu	cvcv	0
tyőto	KWto	cvcv	0
geví	gevI	cvcv	0
nyédzó	NEdzO	cvcv	0
sópá	SOpA	cvcv	0
nöpü	nwpy	cvcv	0
lüpú	jpU	cvcv	0
cuszu	cusu	cvcv	0
tűfó	tYfO	cvcv	0
pönyo	pwNo	cvcv	0
cújő	cUjW	cvcv	0
mújő	mUjW	cvcv	0
gődzí	gWdzI	cvcv	0
vuszó	vusO	cvcv	0
löro	lwro	cvcv	0
züso	zySo	cvcv	0
csígo	TIgo	cvcv	0
dídzse	dIDe	cvcv	0
cuvo	cuvo	cvcv	0
gohú	gohU	cvcv	0
szüra	syra	cvcv	0
zúso	zUSo	cvcv	0
zőkü	zWky	cvcv	0
dzudő	dzudW	cvcv	0
dzísű	dzISY	cvcv	0
hűzsá	hYZA	cvcv	0
csűlú	TYlU	cvcv	0
gűdzso	gYDo	cvcv	0
nyösö	NwSw	cvcv	0
zsójá	ZOjA	cvcv	0
jízí	jIzI	cvcv	0
tíkü	tIky	cvcv	0
nyasu	NaSu	cvcv	0
momé	momE	cvcv	0
vope	vope	cvcv	0
lűdzső	lYDW	cvcv	0
nyétya	NEKa	cvcv	0
sócsű	SOTY	cvcv	0
lűtu	lYtu	cvcv	0
canyü	caNy	cvcv	0
judzső	juDW	cvcv	0
hőlí	hWlI	cvcv	0
dífú	dIfU	cvcv	0
mözú	mwzU	cvcv	0
zsőro	ZWro	cvcv	0
nűzso	nYZo	cvcv	0
hicsá	hiTA	cvcv	0
dűjó	dYjO	cvcv	0
nyödzi	Nwdzi	cvcv	0
düdzo	dydzo	cvcv	0
müní	mynI	cvcv	0
funyö	fuNw	cvcv	0
zadzső	zaDW	cvcv	0
nyádzsá	NADA	cvcv	0
vőhe	vWhe	cvcv	0
dzágí	dzAgI	cvcv	0
nyúcsá	NUTA	cvcv	0
vújí	vUjI	cvcv	0
nyacse	NaTe	cvcv	0
zódze	zOdze	cvcv	0
hunű	hunY	cvcv	0
csűzu	TYzu	cvcv	0
venyú	veNU	cvcv	0
súfé	SUfE	cvcv	0
lavö	lavw	cvcv	0
sídza	SIdza	cvcv	0
límé	lImE	cvcv	0
tyólö	KOlw	cvcv	0
csudzi	Tudzi	cvcv	0
zsöcí	ZwcI	cvcv	0
cöfű	cwfY	cvcv	0
húfú	hUfU	cvcv	0
dzínu	dzInu	cvcv	0
lotö	lotw	cvcv	0
gőpő	gWpW	cvcv	0
dzöző	dzwzW	cvcv	0
zéje	zEje	cvcv	0
dzűkü	dzYky	cvcv	0
dzsisá	DiSA	cvcv	0
cúdzu	cUdzu	cvcv	0
csívü	TIvy	cvcv	0
zsőmó	ZWmO	cvcv	0
tyocö	Kocw	cvcv	0
